FlightID,Airline,DepartureAirport,ArrivalAirport,DepartureDate,Distance,FlightDuration,Class,NumberOfStops,DaysUntilDeparture,DayOfWeek,TicketPrice
1171,Southwest,LAX,DFW,18-02-2024 18:00,920,4.05,Economy,2,244,Sunday,1931.69
1172,JetBlue,DFW,ATL,18-02-2024 19:00,3033,9.45,Business,2,96,Sunday,1847.84
1173,Delta,ORD,DFW,18-02-2024 20:00,3452,9.52,Business,1,363,Sunday,1221.45
1174,Delta,LAX,DFW,18-02-2024 21:00,1343,4.77,Business,2,160,Sunday,642.21
1175,United,ORD,LAX,18-02-2024 22:00,406,7.46,Business,1,185,Sunday,628.01
1176,Southwest,JFK,DFW,18-02-2024 23:00,1853,8.21,First,1,356,Sunday,593.98
1177,Southwest,LAX,ATL,19-02-2024 00:00,3575,5.06,Economy,2,277,Monday,1511.19
1178,Southwest,JFK,ATL,19-02-2024 01:00,1119,2.91,Business,0,64,Monday,1521.91
1179,Southwest,JFK,LAX,19-02-2024 02:00,4792,9.76,First,2,309,Monday,1040.86
1180,American,ATL,ORD,19-02-2024 03:00,4869,5.21,Business,0,337,Monday,649
1181,American,ATL,LAX,19-02-2024 04:00,3237,9.59,Business,0,293,Monday,1766.31
1182,Delta,ATL,ATL,19-02-2024 05:00,4934,4.53,First,2,95,Monday,657.64
1183,American,LAX,DFW,19-02-2024 06:00,4699,6.49,Business,2,7,Monday,1798.22
1184,United,JFK,LAX,19-02-2024 07:00,905,2.07,Economy,2,245,Monday,1791.36
1185,Delta,JFK,DFW,19-02-2024 08:00,1138,8.09,Business,0,63,Monday,78.1
1186,JetBlue,DFW,ORD,19-02-2024 09:00,2763,8.97,First,2,30,Monday,885.85
1187,United,JFK,JFK,19-02-2024 10:00,2671,6.66,Business,1,83,Monday,668.8
1188,JetBlue,ATL,ATL,19-02-2024 11:00,3499,6.01,First,2,151,Monday,179.35
1189,United,DFW,JFK,19-02-2024 12:00,3981,6.7,Business,0,256,Monday,854.75
1190,American,DFW,LAX,19-02-2024 13:00,2543,10.28,Business,0,211,Monday,158.37
1191,United,ATL,LAX,19-02-2024 14:00,2496,11.46,First,1,25,Monday,1147.19
1192,Delta,DFW,ATL,19-02-2024 15:00,3858,10.26,First,0,99,Monday,1666.67
1193,Delta,LAX,DFW,19-02-2024 16:00,2355,10.13,First,2,348,Monday,560.48
1194,United,ATL,DFW,19-02-2024 17:00,1607,3.32,Economy,0,338,Monday,275.73
1195,Southwest,ATL,DFW,19-02-2024 18:00,1285,4.26,Economy,2,30,Monday,209.16
1196,Delta,ORD,ORD,19-02-2024 19:00,1005,7.8,First,0,193,Monday,340.06
1197,United,DFW,JFK,19-02-2024 20:00,1329,5.34,First,2,103,Monday,912.43
1198,American,ATL,ORD,19-02-2024 21:00,2627,11.79,Business,0,304,Monday,818.14
1199,American,DFW,ORD,19-02-2024 22:00,4806,8.99,First,1,73,Monday,1161.11
1200,United,ORD,ATL,19-02-2024 23:00,1058,8.94,First,2,136,Monday,875.89
1201,Delta,LAX,LAX,20-02-2024 00:00,897,10.85,Business,0,189,Tuesday,1404.75
1202,JetBlue,DFW,JFK,20-02-2024 01:00,1656,2.99,First,1,172,Tuesday,680.82
1203,Southwest,DFW,JFK,20-02-2024 02:00,2953,3.65,Economy,0,251,Tuesday,1673.56
1204,Southwest,ATL,ORD,20-02-2024 03:00,2569,5.14,Business,2,101,Tuesday,1144.13
1205,JetBlue,JFK,ATL,20-02-2024 04:00,4412,10.73,First,2,361,Tuesday,1736.81
1206,Delta,ORD,ATL,20-02-2024 05:00,4453,4.4,Business,2,71,Tuesday,863.63
1207,American,LAX,LAX,20-02-2024 06:00,851,7.7,Business,2,66,Tuesday,1926.07
1208,United,JFK,DFW,20-02-2024 07:00,3428,7.57,First,1,159,Tuesday,985.9
1209,Delta,ORD,JFK,20-02-2024 08:00,4338,10.91,Economy,2,196,Tuesday,360.73
1210,Delta,DFW,ATL,20-02-2024 09:00,1711,10.48,Business,0,349,Tuesday,532.47
1211,United,LAX,LAX,20-02-2024 10:00,4406,4.56,Economy,0,332,Tuesday,608.15
1212,United,ATL,ATL,20-02-2024 11:00,4776,11.1,Economy,2,67,Tuesday,1293.12
1213,JetBlue,JFK,ATL,20-02-2024 12:00,477,10.5,Economy,1,212,Tuesday,1856.03
1214,Delta,JFK,ATL,20-02-2024 13:00,1962,6.61,First,0,60,Tuesday,105.47
1215,American,ATL,JFK,20-02-2024 14:00,3915,11.43,Economy,2,362,Tuesday,1367.63
1216,Delta,DFW,ORD,20-02-2024 15:00,4174,9.22,Economy,1,329,Tuesday,1374.15
1217,JetBlue,ORD,LAX,20-02-2024 16:00,689,8.7,Business,2,47,Tuesday,1753.71
1218,American,JFK,JFK,20-02-2024 17:00,3984,7.14,Business,0,328,Tuesday,1744.17
1219,Southwest,LAX,LAX,20-02-2024 18:00,2441,3.02,Business,2,134,Tuesday,1185.58
1220,Delta,JFK,ORD,20-02-2024 19:00,3309,11.21,First,2,53,Tuesday,1789.94
1221,American,LAX,ATL,20-02-2024 20:00,3662,9.17,First,2,169,Tuesday,112.04
1222,Southwest,LAX,DFW,20-02-2024 21:00,311,10.19,Economy,1,6,Tuesday,64.95
1223,American,DFW,DFW,20-02-2024 22:00,3138,4.31,Business,0,41,Tuesday,195.31
1224,Southwest,LAX,ATL,20-02-2024 23:00,2916,9.88,Economy,1,210,Tuesday,617.83
1225,Delta,DFW,DFW,21-02-2024 00:00,3338,1.78,Business,1,16,Wednesday,130.76
1226,United,ATL,ORD,21-02-2024 01:00,1936,3.94,Business,2,247,Wednesday,1474.19
1227,American,JFK,JFK,21-02-2024 02:00,3326,11.55,Economy,0,325,Wednesday,87.73
1228,Delta,ORD,LAX,21-02-2024 03:00,973,3.72,Economy,2,309,Wednesday,1738.22
1229,JetBlue,ATL,ATL,21-02-2024 04:00,1324,8.58,Economy,0,322,Wednesday,1411.39
1230,American,DFW,ATL,21-02-2024 05:00,4922,8.76,First,0,297,Wednesday,1183.98
1231,American,LAX,ATL,21-02-2024 06:00,4502,5.41,First,0,224,Wednesday,538.89
1232,American,DFW,ORD,21-02-2024 07:00,1723,11.12,Business,2,294,Wednesday,965.99
1233,American,ATL,ORD,21-02-2024 08:00,3717,4.25,Economy,2,356,Wednesday,929.37
1234,American,ATL,DFW,21-02-2024 09:00,1430,2.38,First,0,214,Wednesday,759.2
1235,United,ATL,ORD,21-02-2024 10:00,4502,10.68,First,1,187,Wednesday,1007.57
1236,American,ATL,ORD,21-02-2024 11:00,4409,4.05,Business,0,135,Wednesday,1282.66
1237,American,ATL,LAX,21-02-2024 12:00,1166,7.07,First,2,217,Wednesday,634.89
1238,Delta,JFK,LAX,21-02-2024 13:00,4085,8.87,First,2,259,Wednesday,1571.71
1239,JetBlue,DFW,ORD,21-02-2024 14:00,317,6.24,First,2,7,Wednesday,668.69
1240,Delta,JFK,ORD,21-02-2024 15:00,1078,8.73,Business,2,261,Wednesday,182.14
1241,Southwest,DFW,ORD,21-02-2024 16:00,327,10.35,Business,2,157,Wednesday,1335.1
1242,JetBlue,ORD,ORD,21-02-2024 17:00,3280,7.85,Economy,0,96,Wednesday,1916.86
1243,Delta,ORD,ORD,21-02-2024 18:00,1898,1.29,Business,1,24,Wednesday,53.03
1244,United,ATL,ORD,21-02-2024 19:00,782,9.4,Economy,1,144,Wednesday,764.07
1245,United,ORD,ATL,21-02-2024 20:00,562,8.95,Business,0,282,Wednesday,1537.1
1246,American,LAX,JFK,21-02-2024 21:00,2904,4.42,Economy,1,62,Wednesday,1633.82
1247,United,JFK,DFW,21-02-2024 22:00,428,5.23,Business,0,327,Wednesday,576.83
1248,American,DFW,JFK,21-02-2024 23:00,2758,4.2,Business,0,221,Wednesday,900.63
1249,JetBlue,ORD,ORD,22-02-2024 00:00,3101,11.78,Business,1,122,Thursday,1338.42
1250,United,ORD,LAX,22-02-2024 01:00,3678,8.21,Economy,1,271,Thursday,1326.48
1251,Southwest,ATL,LAX,22-02-2024 02:00,3220,8.73,Business,0,10,Thursday,1611.13
1252,United,JFK,LAX,22-02-2024 03:00,3272,4.09,Business,2,140,Thursday,1980.2
1253,JetBlue,ORD,ATL,22-02-2024 04:00,2437,1.76,Business,2,294,Thursday,1432.51
1254,JetBlue,DFW,DFW,22-02-2024 05:00,2850,2.18,Economy,2,331,Thursday,493.1
1255,Southwest,DFW,ATL,22-02-2024 06:00,1257,9.97,First,1,283,Thursday,1944.43
1256,Southwest,ATL,DFW,22-02-2024 07:00,3034,4.1,Business,0,301,Thursday,528.23
1257,Southwest,JFK,ORD,22-02-2024 08:00,4046,9.98,Business,1,235,Thursday,1482.16
1258,Southwest,DFW,LAX,22-02-2024 09:00,3010,5.27,First,1,106,Thursday,99.72
1259,Delta,ORD,ATL,22-02-2024 10:00,911,10.99,Economy,2,2,Thursday,859.94
1260,American,DFW,ATL,22-02-2024 11:00,847,6.5,Economy,1,281,Thursday,1654.05
1261,Delta,DFW,JFK,22-02-2024 12:00,2681,11.68,Economy,0,184,Thursday,1795.88
1262,Southwest,DFW,ATL,22-02-2024 13:00,1388,7.6,Economy,0,43,Thursday,89.48
1263,Southwest,LAX,ATL,22-02-2024 14:00,1312,6.07,Economy,2,138,Thursday,207.38
1264,American,DFW,LAX,22-02-2024 15:00,1194,1.25,Economy,1,159,Thursday,468.2
1265,American,LAX,JFK,22-02-2024 16:00,4319,9.23,First,1,235,Thursday,328.9
1266,American,LAX,DFW,22-02-2024 17:00,2753,7.48,Business,1,86,Thursday,1713.73
1267,Delta,LAX,ORD,22-02-2024 18:00,592,1.09,Business,2,187,Thursday,589.38
1268,United,LAX,JFK,22-02-2024 19:00,2079,1.16,Business,0,61,Thursday,1925.78
1269,Southwest,DFW,ORD,22-02-2024 20:00,4204,4.7,First,1,220,Thursday,344.06
1270,Southwest,ORD,ATL,22-02-2024 21:00,3284,11.76,Economy,0,62,Thursday,1734.37
1271,Southwest,JFK,ATL,22-02-2024 22:00,1429,10.12,Business,0,185,Thursday,302.06
1272,American,JFK,ORD,22-02-2024 23:00,2586,2.15,Economy,1,15,Thursday,307.89
1273,JetBlue,ATL,ORD,23-02-2024 00:00,4264,2.44,First,1,84,Friday,651.42
1274,American,ATL,ATL,23-02-2024 01:00,4207,2.54,Economy,2,106,Friday,1722.71
1275,United,ATL,DFW,23-02-2024 02:00,3656,10.56,First,2,51,Friday,1981.75
1276,United,ATL,DFW,23-02-2024 03:00,2292,3.68,First,1,216,Friday,858.2
1277,JetBlue,ATL,LAX,23-02-2024 04:00,4966,5.02,Business,0,359,Friday,925.16
1278,JetBlue,LAX,DFW,23-02-2024 05:00,3285,5.53,First,0,223,Friday,504.74
1279,Southwest,ORD,ATL,23-02-2024 06:00,4302,9.75,First,0,58,Friday,342.11
1280,Delta,ORD,ORD,23-02-2024 07:00,717,6.44,Economy,2,336,Friday,346.63
1281,American,ORD,JFK,23-02-2024 08:00,715,11.96,First,1,56,Friday,848.74
1282,United,DFW,ORD,23-02-2024 09:00,787,1.43,First,2,65,Friday,1808.7
1283,Delta,ORD,LAX,23-02-2024 10:00,3128,10.14,First,0,259,Friday,1446.16
1284,JetBlue,LAX,ORD,23-02-2024 11:00,1131,4.98,First,0,113,Friday,1343.64
1285,Delta,ORD,ORD,23-02-2024 12:00,1946,6.78,Business,1,8,Friday,1191.54
1286,United,JFK,LAX,23-02-2024 13:00,3568,5.98,Economy,0,356,Friday,1860.34
1287,United,ATL,ATL,23-02-2024 14:00,2431,3.51,Economy,0,198,Friday,620.01
1288,American,DFW,LAX,23-02-2024 15:00,4456,3.67,First,0,295,Friday,1009.6
1289,American,JFK,ATL,23-02-2024 16:00,1266,3.59,Business,2,254,Friday,119.49
1290,JetBlue,ORD,ATL,23-02-2024 17:00,1128,5.44,Economy,1,265,Friday,493.68
1291,American,ORD,DFW,23-02-2024 18:00,4799,7.54,First,2,241,Friday,1723.86
1292,United,LAX,ATL,23-02-2024 19:00,4314,2.4,First,0,170,Friday,224.95
1293,JetBlue,LAX,ORD,23-02-2024 20:00,2448,8.34,Economy,0,153,Friday,474.88
1294,Southwest,ORD,ATL,23-02-2024 21:00,498,9.97,First,1,73,Friday,1285.59
1295,Southwest,DFW,DFW,23-02-2024 22:00,3072,9.83,First,2,358,Friday,215.86
1296,Delta,LAX,ORD,23-02-2024 23:00,323,1.48,Economy,2,171,Friday,340.55
1297,JetBlue,LAX,LAX,24-02-2024 00:00,1088,4.5,First,0,317,Saturday,308.97
1298,Southwest,DFW,JFK,24-02-2024 01:00,3412,2.28,Economy,2,118,Saturday,646.19
1299,JetBlue,LAX,LAX,24-02-2024 02:00,3303,7.24,Business,1,272,Saturday,743.42
1300,American,LAX,ATL,24-02-2024 03:00,1868,1.9,Business,2,82,Saturday,1487.61
1301,JetBlue,DFW,ORD,24-02-2024 04:00,3702,10.23,First,2,209,Saturday,718.05
1302,JetBlue,LAX,LAX,24-02-2024 05:00,1653,1.39,Business,1,343,Saturday,1757.26
1303,United,ORD,LAX,24-02-2024 06:00,1908,5.09,First,0,45,Saturday,622.77
1304,Delta,DFW,JFK,24-02-2024 07:00,2194,4.05,Business,0,260,Saturday,402.82
1305,Delta,JFK,LAX,24-02-2024 08:00,3769,7.54,Business,0,215,Saturday,602.32
1306,American,LAX,ORD,24-02-2024 09:00,2803,7.71,Business,0,262,Saturday,512.63
1307,American,JFK,ORD,24-02-2024 10:00,1461,3.51,Economy,0,316,Saturday,467.91
1308,Southwest,LAX,ATL,24-02-2024 11:00,4481,1.46,First,0,68,Saturday,1594.7
1309,JetBlue,DFW,LAX,24-02-2024 12:00,4791,11.04,First,2,65,Saturday,1126.78
1310,JetBlue,ORD,DFW,24-02-2024 13:00,3060,1.1,Economy,0,151,Saturday,1343.12
1311,Southwest,DFW,ATL,24-02-2024 14:00,4393,8.29,First,1,213,Saturday,1220.76
1312,Southwest,LAX,JFK,24-02-2024 15:00,4500,8.81,Economy,0,330,Saturday,377.13
1313,Delta,ORD,LAX,24-02-2024 16:00,2007,11.87,Business,1,69,Saturday,1944.35
1314,American,LAX,JFK,24-02-2024 17:00,4998,5.24,Business,2,284,Saturday,1823.77
1315,JetBlue,ATL,LAX,24-02-2024 18:00,1014,2.01,Economy,0,288,Saturday,498.17
1316,Southwest,DFW,JFK,24-02-2024 19:00,3479,1.31,First,0,127,Saturday,1992.69
1317,United,ORD,ORD,24-02-2024 20:00,4895,8.05,Business,1,280,Saturday,706.13
1318,Southwest,ATL,LAX,24-02-2024 21:00,3290,6.49,Business,0,6,Saturday,234.34
1319,Southwest,LAX,ATL,24-02-2024 22:00,598,7.53,Economy,1,93,Saturday,1936.93
1320,American,LAX,JFK,24-02-2024 23:00,4955,11.24,First,1,327,Saturday,486.74
1321,Southwest,LAX,LAX,25-02-2024 00:00,350,11,Economy,2,256,Sunday,142.54
1322,Southwest,ATL,DFW,25-02-2024 01:00,941,3.19,Economy,1,155,Sunday,1451.62
1323,Southwest,ORD,JFK,25-02-2024 02:00,2173,5.75,First,0,255,Sunday,918.71
1324,Delta,ATL,ATL,25-02-2024 03:00,1315,9.05,Economy,0,177,Sunday,820.31
1325,Delta,ORD,LAX,25-02-2024 04:00,1837,6.88,Business,1,3,Sunday,619.73
1326,JetBlue,ORD,ATL,25-02-2024 05:00,1278,2.38,First,0,202,Sunday,1004.71
1327,United,DFW,DFW,25-02-2024 06:00,1082,1.84,Economy,1,67,Sunday,1034.15
1328,United,ORD,ORD,25-02-2024 07:00,1171,6.83,Business,2,363,Sunday,1209.64
1329,American,LAX,DFW,25-02-2024 08:00,4252,4.74,First,0,194,Sunday,656.65
1330,American,ORD,JFK,25-02-2024 09:00,3495,11.08,First,1,220,Sunday,304.96
1331,American,ATL,DFW,25-02-2024 10:00,4241,9.5,Economy,0,235,Sunday,770.26
1332,United,ORD,ATL,25-02-2024 11:00,3110,9.05,Business,2,144,Sunday,1152.67
1333,Delta,JFK,ATL,25-02-2024 12:00,1603,9.19,Economy,0,271,Sunday,576.86
1334,Southwest,LAX,JFK,25-02-2024 13:00,3564,2.64,Economy,1,129,Sunday,1519.19
1335,Delta,JFK,ORD,25-02-2024 14:00,3082,8.48,Business,2,13,Sunday,1972.76
1336,American,ORD,ORD,25-02-2024 15:00,3554,11.38,Economy,2,301,Sunday,330.02
1337,Delta,DFW,ORD,25-02-2024 16:00,418,7.64,Economy,2,240,Sunday,1377.48
1338,United,ORD,LAX,25-02-2024 17:00,1674,8.27,First,1,187,Sunday,639.92
1339,JetBlue,LAX,JFK,25-02-2024 18:00,3092,2.12,Business,0,43,Sunday,162.89
1340,United,JFK,ATL,25-02-2024 19:00,2742,6.53,First,2,188,Sunday,1070.52
1341,United,LAX,ORD,25-02-2024 20:00,1131,4.52,Business,2,40,Sunday,828.16
1342,JetBlue,ATL,JFK,25-02-2024 21:00,689,2.78,Economy,0,85,Sunday,108.28
1343,American,DFW,ORD,25-02-2024 22:00,4160,3.06,First,1,1,Sunday,1459.48
1344,Southwest,LAX,ATL,25-02-2024 23:00,2095,4.74,Business,0,141,Sunday,1618.48
1345,Delta,DFW,JFK,26-02-2024 00:00,488,8.23,Economy,2,213,Monday,1583.38
1346,United,DFW,ATL,26-02-2024 01:00,1787,10.7,Economy,1,287,Monday,1653.72
1347,JetBlue,ATL,DFW,26-02-2024 02:00,2226,3.54,Business,1,93,Monday,1130.26
1348,American,ORD,ATL,26-02-2024 03:00,2056,10.71,Economy,1,159,Monday,1195.91
1349,United,JFK,JFK,26-02-2024 04:00,4168,1.12,Business,0,331,Monday,690.45
1350,JetBlue,ATL,JFK,26-02-2024 05:00,1661,6.75,Business,2,253,Monday,1849.43
1351,Southwest,ORD,ORD,26-02-2024 06:00,4443,8.64,First,1,50,Monday,347.99
1352,American,JFK,JFK,26-02-2024 07:00,1918,11.75,Business,0,177,Monday,1745.42
1353,American,JFK,LAX,26-02-2024 08:00,1664,9.77,Economy,2,342,Monday,161.8
1354,Southwest,DFW,ORD,26-02-2024 09:00,4200,5.08,First,1,5,Monday,989.37
1355,American,ATL,ATL,26-02-2024 10:00,4833,1.85,Economy,1,155,Monday,1090.26
1356,JetBlue,ORD,LAX,26-02-2024 11:00,1906,10.58,First,1,226,Monday,1866.16
1357,United,JFK,ORD,26-02-2024 12:00,2229,8.95,First,1,348,Monday,1163.98
1358,American,JFK,ORD,26-02-2024 13:00,1557,9.77,Business,2,224,Monday,1562.07
1359,American,ORD,LAX,26-02-2024 14:00,1806,8.13,Economy,2,332,Monday,1203.77
1360,American,LAX,DFW,26-02-2024 15:00,4495,8.04,Business,2,3,Monday,1794.41
1361,Southwest,DFW,ORD,26-02-2024 16:00,4183,1.01,Business,2,115,Monday,1887.38
1362,American,DFW,JFK,26-02-2024 17:00,1092,10.43,Business,2,83,Monday,1888.99
1363,JetBlue,DFW,JFK,26-02-2024 18:00,2227,1.89,Economy,0,42,Monday,665.48
1364,American,LAX,ORD,26-02-2024 19:00,324,8.81,Economy,0,3,Monday,1207.77
1365,United,JFK,ORD,26-02-2024 20:00,3969,2.91,First,2,256,Monday,980.52
1366,JetBlue,LAX,JFK,26-02-2024 21:00,3770,4.23,Economy,0,325,Monday,1859.03
1367,Delta,ATL,JFK,26-02-2024 22:00,988,4.66,First,0,43,Monday,973.1
1368,Southwest,ATL,LAX,26-02-2024 23:00,1259,10.58,Business,1,50,Monday,844.17
1369,Delta,ORD,ATL,27-02-2024 00:00,4552,8.87,First,0,302,Tuesday,341.33
1370,JetBlue,ATL,ORD,27-02-2024 01:00,3502,3.56,First,2,178,Tuesday,1408.08
1371,United,ATL,LAX,27-02-2024 02:00,2552,10.6,Business,2,155,Tuesday,1597.12
1372,United,JFK,DFW,27-02-2024 03:00,770,5.7,First,1,36,Tuesday,1344.55
1373,United,ORD,JFK,27-02-2024 04:00,3771,2.41,First,1,77,Tuesday,358.18
1374,Delta,JFK,DFW,27-02-2024 05:00,3630,5.18,Business,1,216,Tuesday,878.77
1375,Delta,JFK,LAX,27-02-2024 06:00,4638,11.6,First,1,130,Tuesday,1110.92
1376,Delta,LAX,LAX,27-02-2024 07:00,351,9.61,Economy,0,143,Tuesday,728.27
1377,Southwest,ORD,JFK,27-02-2024 08:00,277,3.21,Economy,2,271,Tuesday,1057.56
1378,Southwest,DFW,ATL,27-02-2024 09:00,4132,8.98,Business,0,342,Tuesday,937.74
1379,JetBlue,ORD,ORD,27-02-2024 10:00,4235,2.09,Business,1,39,Tuesday,1658.7
1380,JetBlue,JFK,ATL,27-02-2024 11:00,3473,10.98,Economy,0,264,Tuesday,1248.16
1381,JetBlue,JFK,ORD,27-02-2024 12:00,3868,2.28,Economy,0,359,Tuesday,150.23
1382,JetBlue,ORD,ATL,27-02-2024 13:00,3976,11,First,2,307,Tuesday,1847.44
1383,JetBlue,ATL,JFK,27-02-2024 14:00,4263,8.78,First,1,251,Tuesday,465.62
1384,American,ATL,DFW,27-02-2024 15:00,4290,11.69,First,1,327,Tuesday,1575.44
1385,Delta,LAX,ORD,27-02-2024 16:00,2001,2.19,First,1,191,Tuesday,1718.35
1386,JetBlue,JFK,ORD,27-02-2024 17:00,4648,8.2,First,0,22,Tuesday,467.31
1387,American,JFK,DFW,27-02-2024 18:00,4068,2.78,Business,1,298,Tuesday,304.26
1388,JetBlue,ATL,ORD,27-02-2024 19:00,3362,8.33,Business,2,279,Tuesday,1921.36
1389,American,ATL,DFW,27-02-2024 20:00,4400,6.63,First,1,87,Tuesday,1114.76
1390,JetBlue,ORD,ORD,27-02-2024 21:00,3612,2.08,Business,1,20,Tuesday,1070.74
1391,Southwest,ATL,LAX,27-02-2024 22:00,3989,4.9,Business,2,159,Tuesday,749.03
1392,American,ATL,ATL,27-02-2024 23:00,2021,4.42,Business,0,296,Tuesday,274.2
1393,Delta,ATL,LAX,28-02-2024 00:00,2656,2.82,First,0,189,Wednesday,1029.91
1394,United,DFW,LAX,28-02-2024 01:00,3861,1.44,Business,1,90,Wednesday,512.02
1395,Delta,LAX,LAX,28-02-2024 02:00,4093,10.92,Business,2,222,Wednesday,712.6
1396,Southwest,JFK,ORD,28-02-2024 03:00,4456,1.43,Economy,0,32,Wednesday,1293.44
1397,JetBlue,DFW,DFW,28-02-2024 04:00,1729,7.71,Business,2,258,Wednesday,785.72
1398,Southwest,JFK,ATL,28-02-2024 05:00,489,5.41,Business,1,76,Wednesday,479.66
1399,Southwest,JFK,ORD,28-02-2024 06:00,4598,10.89,Economy,2,287,Wednesday,517.36
1400,United,ATL,DFW,28-02-2024 07:00,342,10.13,Business,0,181,Wednesday,221.75
1401,Delta,JFK,LAX,28-02-2024 08:00,3512,10.74,First,0,357,Wednesday,1449.32
1402,Southwest,ATL,LAX,28-02-2024 09:00,4628,5.57,Economy,2,289,Wednesday,1327.35
1403,JetBlue,LAX,ORD,28-02-2024 10:00,2174,2.51,Business,2,328,Wednesday,1526.46
1404,United,DFW,ATL,28-02-2024 11:00,589,4.65,Business,0,144,Wednesday,1214.22
1405,American,ORD,DFW,28-02-2024 12:00,3325,4.55,First,1,120,Wednesday,1774.7
1406,JetBlue,ORD,JFK,28-02-2024 13:00,4501,9.99,Economy,1,268,Wednesday,482.39
1407,Southwest,JFK,DFW,28-02-2024 14:00,1859,2.15,First,0,123,Wednesday,1833.04
1408,Southwest,LAX,DFW,28-02-2024 15:00,320,2.55,Economy,2,317,Wednesday,494.23
1409,Delta,DFW,LAX,28-02-2024 16:00,2656,2.16,Business,2,270,Wednesday,87.65
1410,Delta,DFW,ATL,28-02-2024 17:00,2230,9.04,Economy,2,123,Wednesday,1852.85
1411,Delta,JFK,DFW,28-02-2024 18:00,2784,9.26,Business,0,210,Wednesday,151.05
1412,United,ORD,JFK,28-02-2024 19:00,942,10.96,First,2,123,Wednesday,135.15
1413,United,DFW,LAX,28-02-2024 20:00,713,4.31,Economy,2,260,Wednesday,1417.57
1414,American,LAX,ATL,28-02-2024 21:00,1363,2.63,Business,2,309,Wednesday,1187.86
1415,American,LAX,ORD,28-02-2024 22:00,4387,3.41,First,0,297,Wednesday,125.27
1416,Delta,ATL,DFW,28-02-2024 23:00,1054,6.98,First,0,276,Wednesday,1111.05
1417,American,LAX,JFK,29-02-2024 00:00,979,1.3,Business,2,356,Thursday,1791.28
1418,United,ATL,ATL,29-02-2024 01:00,3847,6.66,Economy,0,150,Thursday,274.52
1419,Delta,DFW,DFW,29-02-2024 02:00,3256,9.52,Business,0,144,Thursday,1611.35
1420,Southwest,LAX,ATL,29-02-2024 03:00,3743,4.81,Business,2,79,Thursday,1651.97
1421,JetBlue,DFW,ORD,29-02-2024 04:00,1790,7.11,Economy,2,148,Thursday,669.18
1422,JetBlue,LAX,LAX,29-02-2024 05:00,687,11.49,First,0,5,Thursday,1202.19
1423,United,JFK,ATL,29-02-2024 06:00,2689,2.06,Economy,0,353,Thursday,1237.65
1424,American,JFK,ORD,29-02-2024 07:00,3842,2.05,Business,2,272,Thursday,497.58
1425,American,JFK,DFW,29-02-2024 08:00,1273,11.9,Business,0,11,Thursday,1913.66
1426,Southwest,LAX,ORD,29-02-2024 09:00,1391,11.65,First,2,293,Thursday,115.14
1427,Southwest,ORD,DFW,29-02-2024 10:00,592,10.29,Business,0,106,Thursday,238.87
1428,Southwest,LAX,JFK,29-02-2024 11:00,4944,5.55,Economy,0,326,Thursday,1570.89
1429,Delta,JFK,DFW,29-02-2024 12:00,898,3.96,First,1,5,Thursday,606.39
1430,Southwest,LAX,JFK,29-02-2024 13:00,4734,6.12,First,0,225,Thursday,1967.17
1431,Southwest,ORD,LAX,29-02-2024 14:00,2551,8.84,Economy,0,70,Thursday,63.74
1432,JetBlue,ATL,LAX,29-02-2024 15:00,1093,8.74,Business,1,341,Thursday,918.48
1433,Southwest,LAX,ORD,29-02-2024 16:00,2824,5.65,First,2,322,Thursday,1183.81
1434,American,DFW,JFK,29-02-2024 17:00,1370,9.35,Business,0,296,Thursday,1869.94
1435,JetBlue,ATL,LAX,29-02-2024 18:00,3958,6.38,First,0,71,Thursday,1639.54
1436,American,LAX,DFW,29-02-2024 19:00,2168,10.57,First,2,71,Thursday,1772.1
1437,Southwest,LAX,JFK,29-02-2024 20:00,903,8.01,First,1,288,Thursday,276.61
1438,Delta,LAX,JFK,29-02-2024 21:00,433,2.55,First,1,304,Thursday,334.71
1439,United,DFW,DFW,29-02-2024 22:00,3419,10.45,Business,2,299,Thursday,115.57
1440,Delta,ATL,ATL,29-02-2024 23:00,1363,4.26,Economy,1,14,Thursday,1606.65
1441,American,LAX,LAX,01-03-2024 00:00,862,7.77,Economy,0,38,Friday,1158.81
1442,United,ATL,ORD,01-03-2024 01:00,1847,10.48,Economy,2,208,Friday,1433.28
1443,American,JFK,DFW,01-03-2024 02:00,4944,2.57,First,1,64,Friday,236.43
1444,JetBlue,LAX,LAX,01-03-2024 03:00,3418,2.47,Business,1,297,Friday,488.55
1445,Delta,ATL,DFW,01-03-2024 04:00,1173,1.39,Economy,2,358,Friday,1846.73
1446,Southwest,ORD,ATL,01-03-2024 05:00,1037,10.09,Economy,2,93,Friday,641.23
1447,American,ORD,ORD,01-03-2024 06:00,4760,1.1,First,0,315,Friday,278.48
1448,United,DFW,LAX,01-03-2024 07:00,503,10.4,Business,1,257,Friday,64.71
1449,Southwest,ORD,ATL,01-03-2024 08:00,3794,4.35,Economy,2,235,Friday,780.48
1450,Southwest,JFK,DFW,01-03-2024 09:00,4708,10.74,First,2,325,Friday,101.01
1451,American,ATL,LAX,01-03-2024 10:00,4750,4.19,Business,2,229,Friday,1796.84
1452,JetBlue,ATL,LAX,01-03-2024 11:00,304,7.37,Economy,0,272,Friday,156.55
1453,Southwest,ATL,LAX,01-03-2024 12:00,413,6.24,Business,2,109,Friday,1209.1
